                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     43,                0.65315,                0.59808,                0.93856,                0.94245,                 0.8852,                0.93817,                0.83102,                0.53018,                0.59165,                0.86677,             0.00091882,             0.00091882,             0.00091882
                     44,                0.63905,                 0.5939,                0.93239,                0.93374,                0.89258,                 0.9469,                0.82065,                0.54951,                 0.5667,                0.89037,             0.00091684,             0.00091684,             0.00091684
                     45,                0.61193,                0.57081,                0.92998,                0.94781,                0.88961,                0.93989,                0.82717,                0.52543,                0.58977,                0.88601,             0.00091486,             0.00091486,             0.00091486
                     46,                0.61393,                0.57385,                0.93243,                0.94567,                 0.8951,                0.96322,                0.84051,                0.53458,                0.52796,                0.88179,             0.00091288,             0.00091288,             0.00091288
                     47,                0.61551,                0.56537,                0.92963,                0.94154,                0.89058,                0.94951,                0.84248,                0.52231,                0.52642,                0.88806,              0.0009109,              0.0009109,              0.0009109
                     48,                0.60893,                0.56686,                0.92568,                0.90964,                0.86137,                0.93616,                0.81902,                0.52369,                0.60639,                0.88189,             0.00090892,             0.00090892,             0.00090892
                     49,                0.60102,                0.56127,                0.92065,                0.96173,                0.89649,                0.94835,                0.83915,                0.52762,                0.55267,                0.89011,             0.00090694,             0.00090694,             0.00090694
                     50,                0.61558,                0.57574,                0.92933,                0.95219,                0.86615,                0.95185,                0.84232,                0.53363,                0.54904,                0.89342,             0.00090496,             0.00090496,             0.00090496
                     51,                0.61274,                0.56744,                0.93118,                0.95385,                0.90464,                0.96816,                0.84387,                0.51479,                0.50394,                0.87384,             0.00090298,             0.00090298,             0.00090298
                     52,                0.60895,                0.55376,                0.92295,                0.95198,                0.86911,                0.95439,                0.84963,                0.51232,                0.52333,                0.87358,               0.000901,               0.000901,               0.000901
                     53,                0.59688,                0.54995,                0.92585,                0.95392,                0.90369,                0.95267,                0.83493,                0.52057,                0.53925,                0.87488,             0.00089902,             0.00089902,             0.00089902
                     54,                0.60545,                0.54686,                0.92666,                0.91673,                0.89817,                 0.9417,                0.81795,                0.54126,                0.58111,                0.88736,             0.00089704,             0.00089704,             0.00089704
                     55,                0.60813,                0.54174,                0.92773,                 0.9398,                0.89699,                0.95538,                0.84361,                0.54334,                0.55168,                0.88862,             0.00089506,             0.00089506,             0.00089506
                     56,                0.59827,                0.53057,                0.91809,                0.95219,                0.92261,                0.95871,                0.84847,                0.50525,                0.49392,                0.87143,             0.00089308,             0.00089308,             0.00089308
                     57,                0.61487,                0.54274,                0.93156,                0.94265,                0.93752,                0.96758,                0.85634,                0.52259,                0.47607,                0.87774,              0.0008911,              0.0008911,              0.0008911
                     58,                0.60791,                0.53525,                 0.9318,                0.95153,                0.89817,                0.95886,                0.85487,                 0.5142,                0.51914,                0.87735,             0.00088912,             0.00088912,             0.00088912
                     59,                0.59583,                 0.5185,                0.92773,                0.94261,                0.89707,                0.96019,                0.85806,                0.49473,                0.50946,                0.86255,             0.00088714,             0.00088714,             0.00088714
                     60,                0.60788,                0.52917,                0.92289,                0.97549,                0.90169,                0.96691,                0.86023,                0.48715,                0.46869,                0.86115,             0.00088516,             0.00088516,             0.00088516
                     61,                0.59527,                0.52753,                0.92411,                0.96939,                0.88588,                0.96521,                0.86074,                0.50053,                0.48452,                0.86121,             0.00088318,             0.00088318,             0.00088318
                     62,                0.59346,                0.53053,                0.92684,                0.94879,                0.91559,                0.95644,                0.85993,                 0.5196,                0.51331,                0.87464,              0.0008812,              0.0008812,              0.0008812
                     63,                0.61321,                0.53627,                0.92869,                0.92708,                0.89118,                0.94744,                0.83146,                0.52681,                0.56222,                0.87675,             0.00087922,             0.00087922,             0.00087922
                     64,                0.59327,                0.51427,                0.92176,                0.95653,                0.89466,                0.94332,                 0.8178,                0.53864,                0.51342,                0.89568,             0.00087724,             0.00087724,             0.00087724
                     65,                0.59764,                0.53254,                0.92113,                0.94428,                0.88301,                0.94305,                0.83447,                0.52543,                0.51356,                0.88439,             0.00087526,             0.00087526,             0.00087526
                     66,                0.58577,                0.50907,                0.91986,                0.93806,                0.88463,                0.95603,                0.85118,                0.49752,                0.51921,                0.86438,             0.00087328,             0.00087328,             0.00087328
                     67,                  0.588,                0.51721,                0.92767,                0.95409,                0.91137,                0.95989,                0.84453,                0.54583,                0.49199,                0.90055,              0.0008713,              0.0008713,              0.0008713
                     68,                0.61381,                0.52472,                0.92783,                0.95624,                0.89636,                 0.9589,                0.84551,                 0.5045,                0.48309,                0.86932,             0.00086932,             0.00086932,             0.00086932
                     69,                0.59525,                 0.5023,                 0.9206,                0.93879,                 0.8936,                0.95218,                0.84598,                0.52297,                0.51306,                0.87759,             0.00086734,             0.00086734,             0.00086734
                     70,                0.58417,                0.49128,                0.91509,                0.95726,                0.89081,                0.96115,                0.85191,                0.49514,                0.47819,                0.86218,             0.00086536,             0.00086536,             0.00086536
                     71,                0.58143,                0.50821,                0.91786,                  0.953,                0.90153,                0.95607,                 0.8523,                0.51531,                0.47383,                0.87154,             0.00086338,             0.00086338,             0.00086338
                     72,                0.58215,                0.50202,                0.92009,                 0.9375,                0.92361,                0.95976,                 0.8568,                0.50988,                0.45396,                0.87471,              0.0008614,              0.0008614,              0.0008614
                     73,                0.58675,                0.49335,                0.91477,                0.95288,                0.89174,                0.96551,                0.85509,                0.51348,                0.46206,                0.87144,             0.00085942,             0.00085942,             0.00085942
                     74,                0.57036,                0.48287,                 0.9135,                0.96123,                0.89319,                0.95793,                0.84705,                0.50434,                0.48774,                0.87275,             0.00085744,             0.00085744,             0.00085744
                     75,                0.58278,                0.49998,                0.92629,                0.93646,                0.90508,                0.95316,                0.84342,                 0.5128,                0.46846,                0.87556,             0.00085546,             0.00085546,             0.00085546
                     76,                0.58104,                0.49245,                 0.9254,                0.96366,                0.89076,                0.95536,                0.83259,                0.52352,                0.46959,                0.88381,             0.00085348,             0.00085348,             0.00085348
                     77,                0.58836,                0.50299,                0.92569,                0.93498,                0.91333,                0.95984,                0.84734,                0.49901,                0.47079,                0.87941,              0.0008515,              0.0008515,              0.0008515
                     78,                0.56332,                0.48113,                0.91455,                0.93029,                0.88984,                0.94005,                0.83287,                 0.5185,                0.51876,                0.88588,             0.00084952,             0.00084952,             0.00084952
                     79,                0.57726,                0.48201,                0.91525,                0.95542,                0.88387,                0.95557,                0.84443,                 0.5225,                0.49184,                0.87902,             0.00084754,             0.00084754,             0.00084754
                     80,                0.56996,                0.49259,                0.92031,                0.96024,                0.89667,                0.96145,                 0.8516,                0.51776,                0.45077,                0.87233,             0.00084556,             0.00084556,             0.00084556
                     81,                0.56907,                0.49156,                 0.9124,                0.95738,                0.89385,                0.96162,                0.85857,                0.49623,                0.44992,                0.87751,             0.00084358,             0.00084358,             0.00084358
                     82,                0.55275,                0.47463,                0.90435,                0.96789,                0.88415,                0.96253,                0.85396,                0.51077,                0.44918,                0.87917,              0.0008416,              0.0008416,              0.0008416
                     83,                0.56373,                0.47346,                0.90452,                0.93942,                0.90636,                0.95607,                0.85265,                0.50264,                0.45585,                0.88494,             0.00083962,             0.00083962,             0.00083962
                     84,                 0.5702,                   0.48,                0.92059,                0.90519,                0.92809,                0.95621,                 0.8591,                0.48883,                 0.4517,                0.87738,             0.00083764,             0.00083764,             0.00083764
                     85,                0.57312,                0.48372,                0.91105,                0.92546,                0.90515,                0.95758,                0.85965,                0.49391,                0.45835,                0.87243,             0.00083566,             0.00083566,             0.00083566
                     86,                0.57278,                0.48016,                 0.9164,                 0.9316,                0.89673,                0.95737,                0.83702,                 0.5217,                0.53174,                0.88412,             0.00083368,             0.00083368,             0.00083368
                     87,                0.56141,                0.48055,                0.91177,                0.94961,                0.88098,                0.96313,                0.86296,                0.47912,                0.47206,                0.85831,              0.0008317,              0.0008317,              0.0008317
                     88,                0.54601,                0.45854,                0.90762,                0.96447,                0.91608,                0.96445,                0.86072,                0.48928,                0.45172,                0.86661,             0.00082972,             0.00082972,             0.00082972
                     89,                0.55879,                 0.4654,                0.91055,                0.95067,                0.88706,                0.95003,                0.84098,                0.49248,                 0.5031,                0.86242,             0.00082774,             0.00082774,             0.00082774
                     90,                0.55814,                 0.4675,                0.91109,                0.93825,                0.89754,                0.94744,                0.83568,                0.51211,                0.47966,                0.86812,             0.00082576,             0.00082576,             0.00082576
                     91,                0.55466,                0.46613,                0.90425,                 0.9737,                 0.9061,                 0.9587,                0.84974,                0.51478,                0.45886,                0.88135,             0.00082378,             0.00082378,             0.00082378
                     92,                0.55491,                0.45753,                0.91394,                0.94932,                 0.9402,                 0.9693,                0.86294,                 0.4987,                0.44031,                0.87176,              0.0008218,              0.0008218,              0.0008218
                     93,                0.55315,                0.46339,                0.90715,                0.95629,                0.92701,                0.96217,                0.86366,                0.49416,                0.46493,                0.86363,             0.00081982,             0.00081982,             0.00081982
                     94,                0.57028,                0.47121,                0.91672,                0.94447,                0.92824,                0.97024,                0.86151,                0.51245,                0.44181,                 0.8753,             0.00081784,             0.00081784,             0.00081784
                     95,                0.58598,                0.48279,                0.91312,                0.94138,                0.90909,                0.96125,                0.86599,                0.49172,                0.46843,                0.87497,             0.00081586,             0.00081586,             0.00081586
                     96,                0.56408,                0.46092,                0.91135,                0.93558,                0.90806,                0.95859,                0.85506,                0.51097,                0.47988,                 0.8849,             0.00081388,             0.00081388,             0.00081388
                     97,                0.55587,                0.45407,                0.90796,                0.97569,                0.90371,                0.96786,                0.85498,                0.50542,                0.43927,                0.88965,              0.0008119,              0.0008119,              0.0008119
                     98,                0.54923,                0.44794,                0.90177,                0.92893,                0.90121,                0.93785,                0.83936,                0.49588,                0.49282,                0.88201,             0.00080992,             0.00080992,             0.00080992
                     99,                0.54544,                0.45044,                0.89978,                0.94946,                0.90612,                0.95839,                0.86473,                 0.4909,                0.45409,                 0.8791,             0.00080794,             0.00080794,             0.00080794
                    100,                0.54344,                0.44725,                0.90839,                0.96664,                0.89244,                 0.9545,                0.85415,                0.49593,                0.45355,                0.87062,             0.00080596,             0.00080596,             0.00080596
                    101,                0.54328,                0.44524,                0.90064,                0.92234,                0.93638,                0.95481,                0.85645,                 0.5069,                0.44217,                0.87843,             0.00080398,             0.00080398,             0.00080398
                    102,                0.53894,                 0.4393,                0.90409,                0.94017,                0.91735,                0.96568,                0.86168,                0.50178,                0.44538,                0.87316,               0.000802,               0.000802,               0.000802
                    103,                0.53449,                0.44573,                0.90321,                 0.9594,                0.93424,                0.97088,                0.86636,                0.49468,                0.42579,                 0.8742,             0.00080002,             0.00080002,             0.00080002
                    104,                0.54617,                0.45282,                0.90924,                0.96057,                 0.8995,                0.95375,                 0.8495,                0.50994,                0.44836,                0.87319,             0.00079804,             0.00079804,             0.00079804
                    105,                0.54148,                0.44567,                0.90145,                0.97121,                0.89577,                0.95969,                0.85609,                0.51191,                0.42948,                0.88441,             0.00079606,             0.00079606,             0.00079606
                    106,                0.53086,                 0.4391,                0.90316,                0.97983,                0.92865,                0.97118,                0.86759,                 0.4895,                0.40031,                0.86773,             0.00079408,             0.00079408,             0.00079408
                    107,                0.53269,                0.44224,                0.90162,                0.97664,                0.87846,                0.96175,                0.85595,                0.48951,                0.44799,                0.86634,              0.0007921,              0.0007921,              0.0007921
                    108,                0.54094,                 0.4391,                0.90078,                 0.9458,                0.89746,                0.96419,                0.86803,                 0.4862,                0.43326,                 0.8645,             0.00079012,             0.00079012,             0.00079012
                    109,                 0.5298,                0.43253,                0.89692,                0.95573,                0.91596,                0.97008,                0.86898,                0.49589,                 0.4296,                0.87178,             0.00078814,             0.00078814,             0.00078814
                    110,                0.54249,                0.43858,                0.90402,                0.93808,                 0.9095,                 0.9669,                0.86671,                0.48784,                 0.4467,                0.86171,             0.00078616,             0.00078616,             0.00078616
                    111,                0.53453,                0.45039,                0.90547,                0.98357,                0.90802,                0.97187,                0.86257,                0.50223,                0.41938,                0.87481,             0.00078418,             0.00078418,             0.00078418
                    112,                 0.5218,                0.42286,                0.89545,                0.98678,                0.90658,                0.96889,                0.86029,                0.48845,                0.43805,                0.87093,              0.0007822,              0.0007822,              0.0007822
                    113,                0.53575,                0.44704,                0.90038,                0.95658,                0.90752,                0.96367,                0.85905,                0.50057,                 0.4408,                0.87637,             0.00078022,             0.00078022,             0.00078022
                    114,                0.53653,                0.43868,                0.90215,                0.98224,                0.90957,                0.96821,                 0.8699,                0.49581,                0.42572,                0.86812,             0.00077824,             0.00077824,             0.00077824
                    115,                0.53881,                0.43803,                0.89734,                0.94212,                0.90129,                0.96279,                0.86296,                0.48094,                0.42936,                0.86614,             0.00077626,             0.00077626,             0.00077626
                    116,                 0.5258,                0.42796,                0.90392,                 0.9386,                 0.8695,                0.93867,                0.83912,                0.47878,                0.50366,                0.86241,             0.00077428,             0.00077428,             0.00077428
                    117,                0.53431,                0.42879,                0.89679,                0.94051,                0.88227,                0.94605,                0.85142,                0.48117,                0.46426,                0.86585,              0.0007723,              0.0007723,              0.0007723
                    118,                0.52382,                0.42723,                0.89847,                0.96857,                0.89183,                0.95136,                0.85365,                0.50327,                0.48619,                0.87684,             0.00077032,             0.00077032,             0.00077032
                    119,                 0.5398,                 0.4362,                0.90421,                0.95594,                 0.8958,                0.96557,                0.87913,                0.45622,                0.43159,                  0.861,             0.00076834,             0.00076834,             0.00076834
                    120,                0.52512,                0.42862,                 0.8949,                0.94671,                0.91462,                0.96345,                0.85785,                0.50368,                0.44418,                0.87953,             0.00076636,             0.00076636,             0.00076636
                    121,                0.52724,                0.42095,                0.89724,                0.95436,                0.90533,                0.96581,                0.85551,                0.49008,                0.42169,                 0.8788,             0.00076438,             0.00076438,             0.00076438
                    122,                0.52814,                 0.4266,                0.89823,                0.95975,                 0.9323,                0.97007,                0.85605,                0.50335,                0.41093,                0.87632,              0.0007624,              0.0007624,              0.0007624
                    123,                0.51911,                0.42093,                0.89065,                0.95422,                0.92686,                0.96399,                0.86068,                0.48394,                0.40516,                0.87241,             0.00076042,             0.00076042,             0.00076042
                    124,                0.50783,                0.42815,                0.89771,                0.95785,                 0.9273,                0.96324,                0.87195,                0.49037,                0.41974,                0.87889,             0.00075844,             0.00075844,             0.00075844
                    125,                0.52593,                0.42672,                0.90068,                0.93538,                0.90112,                0.95396,                0.85679,                0.48305,                0.48857,                0.86749,             0.00075646,             0.00075646,             0.00075646
                    126,                0.53016,                0.43028,                 0.8981,                0.94268,                0.89796,                0.95203,                0.85052,                0.49342,                0.45394,                0.87406,             0.00075448,             0.00075448,             0.00075448
                    127,                0.52096,                0.42029,                0.89839,                 0.9423,                0.89537,                0.95344,                 0.8584,                0.47079,                 0.4349,                 0.8679,              0.0007525,              0.0007525,              0.0007525
                    128,                0.50456,                0.40544,                0.88561,                0.95564,                0.90811,                0.94978,                0.85576,                0.48634,                 0.4201,                0.88662,             0.00075052,             0.00075052,             0.00075052
                    129,                0.51587,                0.41761,                0.89743,                 0.9696,                0.90383,                0.95941,                0.85474,                0.50787,                0.41857,                0.88512,             0.00074854,             0.00074854,             0.00074854
                    130,                0.55453,                0.43142,                0.90763,                0.96874,                 0.8963,                0.95683,                0.86312,                0.49646,                0.43266,                0.87714,             0.00074656,             0.00074656,             0.00074656
                    131,                0.53501,                0.41987,                 0.8885,                0.97001,                 0.8917,                   0.96,                0.85154,                0.51467,                0.43906,                0.87581,             0.00074458,             0.00074458,             0.00074458
                    132,                0.52892,                0.41433,                0.89063,                0.95962,                0.89517,                0.95646,                0.86307,                0.48968,                0.43393,                0.87396,              0.0007426,              0.0007426,              0.0007426
                    133,                0.51604,                0.41068,                 0.8933,                0.94881,                0.89574,                0.95489,                0.85915,                0.49644,                0.44229,                 0.8768,             0.00074062,             0.00074062,             0.00074062
                    134,                0.51413,                0.41011,                0.89633,                0.96488,                0.89843,                0.95371,                0.85723,                0.48679,                0.42892,                0.87668,             0.00073864,             0.00073864,             0.00073864
                    135,                0.52616,                0.42151,                 0.9029,                0.95265,                  0.913,                0.96112,                0.85599,                0.49692,                0.41884,                 0.8789,             0.00073666,             0.00073666,             0.00073666
                    136,                0.52428,                0.42649,                0.89295,                0.96758,                0.92586,                 0.9685,                0.87067,                 0.4788,                 0.4113,                0.86844,             0.00073468,             0.00073468,             0.00073468
                    137,                0.51506,                0.41267,                0.89378,                0.95381,                0.93196,                0.96044,                0.85858,                0.48312,                0.40552,                0.87279,              0.0007327,              0.0007327,              0.0007327
                    138,                0.50599,                0.40603,                0.88942,                0.95823,                0.90887,                0.95365,                0.85096,                0.47451,                0.43064,                0.86904,             0.00073072,             0.00073072,             0.00073072
                    139,                0.50727,                0.40183,                0.88819,                0.95587,                0.91514,                0.95932,                0.86183,                0.47417,                0.41424,                0.86407,             0.00072874,             0.00072874,             0.00072874
                    140,                0.50271,                0.40447,                0.88381,                 0.9529,                0.91385,                0.96172,                0.86139,                0.49817,                 0.4303,                0.88397,             0.00072676,             0.00072676,             0.00072676
                    141,                0.49746,                0.39904,                0.89105,                0.96351,                0.91003,                0.96251,                0.86917,                0.47794,                0.42532,                0.86666,             0.00072478,             0.00072478,             0.00072478
                    142,                0.50646,                0.40458,                0.89372,                 0.9545,                0.92123,                0.95834,                 0.8622,                0.48084,                0.41474,                0.85986,              0.0007228,              0.0007228,              0.0007228
                    143,                0.52322,                0.40678,                0.89826,                 0.9625,                0.90389,                0.95057,                0.85923,                0.48283,                0.42153,                0.87094,             0.00072082,             0.00072082,             0.00072082
                    144,                0.50661,                0.39848,                0.89079,                0.97061,                 0.9018,                0.95987,                0.86114,                0.49103,                0.41248,                0.88511,             0.00071884,             0.00071884,             0.00071884
                    145,                0.50671,                0.40052,                0.89024,                0.96954,                0.91355,                 0.9635,                 0.8622,                0.47699,                0.39661,                0.87671,             0.00071686,             0.00071686,             0.00071686
                    146,                0.50667,                0.40542,                0.89062,                0.95537,                  0.907,                0.94298,                0.85934,                0.48894,                0.41634,                0.87892,             0.00071488,             0.00071488,             0.00071488
                    147,                0.50659,                0.40405,                0.89204,                0.96549,                 0.8899,                 0.9547,                0.86151,                0.46605,                0.42462,                 0.8599,              0.0007129,              0.0007129,              0.0007129
                    148,                0.50873,                0.40527,                0.88534,                0.94168,                0.91086,                0.95745,                0.85075,                0.48909,                0.40776,                0.87358,             0.00071092,             0.00071092,             0.00071092
                    149,                0.50111,                0.40509,                0.88889,                0.94717,                0.86723,                0.94356,                0.83914,                0.49658,                 0.4612,                0.89948,             0.00070894,             0.00070894,             0.00070894
                    150,                0.50678,                0.40727,                0.89502,                0.95384,                0.88757,                0.94304,                0.84624,                0.49076,                 0.4426,                 0.8746,             0.00070696,             0.00070696,             0.00070696
                    151,                0.50272,                 0.4037,                0.89129,                0.91922,                 0.9027,                0.94417,                0.85388,                0.47588,                0.43277,                0.88014,             0.00070498,             0.00070498,             0.00070498
                    152,                0.50453,                0.39762,                0.88959,                0.95699,                0.86916,                0.93422,                0.84181,                0.50721,                0.47171,                0.87538,               0.000703,               0.000703,               0.000703
                    153,                0.50402,                0.39495,                0.88555,                0.91169,                0.91257,                0.94302,                 0.8592,                0.48266,                0.42509,                 0.8709,             0.00070102,             0.00070102,             0.00070102
                    154,                0.50966,                0.39879,                0.89261,                0.94923,                0.89748,                0.95274,                0.85503,                0.49432,                0.40985,                0.87385,             0.00069904,             0.00069904,             0.00069904
                    155,                0.50369,                0.39796,                 0.8919,                0.96156,                0.87813,                0.94794,                0.85392,                0.47256,                 0.4247,                0.87682,             0.00069706,             0.00069706,             0.00069706
                    156,                0.50496,                0.39609,                0.88658,                0.94624,                0.90551,                0.95102,                0.85794,                  0.474,                 0.4244,                 0.8627,             0.00069508,             0.00069508,             0.00069508
                    157,                 0.4975,                0.39526,                0.88445,                0.94962,                0.88043,                0.95636,                0.84882,                 0.4875,                0.42866,                0.87728,              0.0006931,              0.0006931,              0.0006931
                    158,                0.50288,                0.39628,                0.88437,                0.95482,                0.89268,                0.96486,                0.85948,                0.46027,                0.40838,                0.86728,             0.00069112,             0.00069112,             0.00069112
                    159,                 0.4866,                0.39076,                0.88054,                0.98297,                0.89794,                0.97112,                0.87031,                0.46903,                0.40828,                0.87185,             0.00068914,             0.00068914,             0.00068914
