                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                0.76137,                0.73141,                 1.0277,                0.88743,                0.77057,                0.88685,                0.74205,                0.64731,                0.84882,                0.99194,              0.0093796,              0.0093796,              0.0093796
                     50,                0.76683,                0.73793,                 1.0311,                0.88036,                0.82456,                0.90811,                0.75116,                0.68343,                 0.6966,                0.98001,              0.0093664,              0.0093664,              0.0093664
                     51,                0.77493,                0.74971,                 1.0328,                0.94157,                0.82672,                0.93409,                0.78502,                0.64597,                0.68176,                0.97606,              0.0093532,              0.0093532,              0.0093532
                     52,                0.77686,                0.73119,                 1.0289,                0.94201,                0.80817,                0.91624,                0.78366,                 0.6333,                0.67814,                 0.9742,                0.00934,                0.00934,                0.00934
                     53,                0.75536,                0.71673,                 1.0271,                0.86546,                0.84451,                0.90024,                0.75307,                0.64896,                0.80809,                0.98944,              0.0093268,              0.0093268,              0.0093268
                     54,                0.76396,                 0.7209,                 1.0302,                0.85147,                0.71572,                0.84543,                0.70703,                0.69838,                0.92225,                 1.0098,              0.0093136,              0.0093136,              0.0093136
                     55,                0.76368,                0.70329,                 1.0325,                0.79015,                0.72942,                0.80095,                0.65752,                 0.7004,                0.89975,                 1.0129,              0.0093004,              0.0093004,              0.0093004
                     56,                0.76923,                0.72117,                 1.0234,                0.57309,                0.77775,                0.60316,                0.50594,                0.67874,                    inf,                 1.0341,              0.0092872,              0.0092872,              0.0092872
                     57,                0.79041,                0.74379,                 1.0389,                0.87604,                0.86214,                0.90121,                0.76847,                0.63708,                0.65631,                 0.9964,               0.009274,               0.009274,               0.009274
                     58,                0.76515,                0.70642,                   1.03,                0.87729,                 0.8751,                0.92957,                0.77783,                0.65665,                0.62851,                0.98105,              0.0092608,              0.0092608,              0.0092608
                     59,                0.74979,                0.70121,                  1.015,                0.93084,                0.84578,                0.92903,                0.77048,                0.67507,                 0.5853,                0.97203,              0.0092476,              0.0092476,              0.0092476
                     60,                 0.7914,                0.71172,                 1.0303,                0.90096,                0.86721,                0.93765,                0.78858,                0.63277,                0.60257,                0.96044,              0.0092344,              0.0092344,              0.0092344
                     61,                0.75021,                0.70923,                 1.0215,                0.90541,                 0.8464,                0.93442,                0.80587,                0.60058,                0.57914,                0.96355,              0.0092212,              0.0092212,              0.0092212
                     62,                 0.7446,                 0.6813,                 1.0177,                0.92054,                0.85751,                0.94102,                0.80127,                0.64084,                0.60685,                0.96114,               0.009208,               0.009208,               0.009208
                     63,                0.77658,                0.69029,                  1.028,                0.95436,                0.84856,                0.94948,                0.79929,                0.62668,                0.55304,                0.96565,              0.0091948,              0.0091948,              0.0091948
                     64,                0.73693,                0.68928,                 1.0126,                0.92761,                0.80562,                0.91845,                0.78766,                0.62898,                0.72107,                0.95979,              0.0091816,              0.0091816,              0.0091816
                     65,                 0.7521,                0.70446,                 1.0156,                0.87373,                0.79011,                0.93402,                0.78634,                 0.6243,                0.71749,                0.95424,              0.0091684,              0.0091684,              0.0091684
                     66,                0.73719,                0.68229,                 1.0134,                0.96373,                0.83767,                0.93131,                 0.7966,                0.61628,                0.60671,                0.96262,              0.0091552,              0.0091552,              0.0091552
                     67,                0.75998,                0.68754,                 1.0336,                0.86291,                0.78176,                0.85324,                 0.7338,                0.65235,                0.84894,                0.99237,               0.009142,               0.009142,               0.009142
                     68,                0.75316,                0.68994,                 1.0218,                0.93705,                0.88374,                0.94623,                 0.7883,                  0.639,                0.63038,                0.97185,              0.0091288,              0.0091288,              0.0091288
                     69,                0.73568,                0.68395,                 1.0138,                0.94219,                0.84417,                0.92611,                0.77552,                0.68603,                0.66935,                0.98245,              0.0091156,              0.0091156,              0.0091156
                     70,                 0.7692,                0.68355,                 1.0145,                0.91368,                0.81416,                0.92297,                 0.7658,                0.65521,                0.72065,                0.97046,              0.0091024,              0.0091024,              0.0091024
                     71,                0.74927,                0.68933,                  1.009,                0.93848,                 0.8711,                0.94917,                0.81997,                0.59302,                 0.5669,                0.95087,              0.0090892,              0.0090892,              0.0090892
                     72,                0.74223,                 0.6705,                 1.0228,                 0.9414,                0.86478,                0.92948,                 0.7965,                 0.6395,                0.63236,                0.97771,               0.009076,               0.009076,               0.009076
                     73,                0.73967,                0.66089,                 1.0115,                0.92879,                0.83222,                0.92647,                0.77848,                0.63261,                  0.601,                0.96291,              0.0090628,              0.0090628,              0.0090628
                     74,                0.74127,                0.68178,                 1.0101,                0.92775,                0.82082,                0.92376,                 0.7721,                0.67787,                0.61941,                 1.0179,              0.0090496,              0.0090496,              0.0090496
                     75,                0.75193,                0.71132,                 1.0296,                0.94921,                0.84925,                0.93381,                0.79497,                0.63872,                0.57811,                0.96908,              0.0090364,              0.0090364,              0.0090364
                     76,                 0.7291,                0.67652,                 1.0207,                0.93732,                0.80971,                0.92112,                0.78448,                0.63253,                0.61062,                0.95943,              0.0090232,              0.0090232,              0.0090232
                     77,                0.75072,                0.69188,                 1.0206,                 0.9212,                0.89568,                0.93325,                0.80259,                0.59551,                0.58797,                0.94459,                0.00901,                0.00901,                0.00901
                     78,                0.73154,                0.66536,                 1.0071,                0.83327,                0.86114,                0.92072,                0.76973,                0.67788,                0.67153,                0.97535,              0.0089968,              0.0089968,              0.0089968
                     79,                0.75212,                0.67891,                  1.016,                0.88832,                0.81491,                0.90252,                 0.7508,                0.65375,                0.72791,                0.97047,              0.0089836,              0.0089836,              0.0089836
                     80,                0.72875,                0.67684,                 1.0184,                0.94458,                0.85721,                0.93606,                0.79451,                0.61361,                0.59725,                0.95126,              0.0089704,              0.0089704,              0.0089704
                     81,                0.73751,                0.68179,                 1.0153,                0.91545,                0.84158,                0.91797,                0.76988,                0.66836,                0.64775,                 1.0046,              0.0089572,              0.0089572,              0.0089572
                     82,                0.71112,                0.66439,                 1.0007,                0.91267,                0.80368,                0.89432,                 0.7556,                0.65982,                0.65399,                0.99256,               0.008944,               0.008944,               0.008944
                     83,                0.72099,                0.65176,                0.98967,                0.93277,                0.81924,                0.91373,                0.78458,                 0.6349,                0.64731,                0.97368,              0.0089308,              0.0089308,              0.0089308
                     84,                 0.7419,                0.65312,                 1.0171,                0.93839,                0.86054,                0.94598,                 0.8194,                0.59415,                0.57479,                0.94229,              0.0089176,              0.0089176,              0.0089176
                     85,                0.73455,                0.66215,                  1.005,                0.96242,                0.85129,                0.94531,                0.80733,                0.64021,                0.56214,                0.97049,              0.0089044,              0.0089044,              0.0089044
                     86,                0.73941,                0.65835,                 1.0133,                0.91451,                0.89963,                0.94535,                0.80173,                0.63075,                0.56929,                0.96203,              0.0088912,              0.0088912,              0.0088912
                     87,                0.72569,                0.65106,                 1.0055,                0.89874,                0.88189,                0.93379,                0.79125,                0.60951,                0.58231,                0.94739,               0.008878,               0.008878,               0.008878
                     88,                0.71849,                0.63277,                0.99779,                0.92384,                0.86775,                0.93244,                0.80228,                0.59674,                0.58033,                0.94268,              0.0088648,              0.0088648,              0.0088648
                     89,                0.71856,                0.64161,                0.99853,                0.93508,                0.88806,                 0.9464,                0.81758,                0.60372,                0.54899,                0.94258,              0.0088516,              0.0088516,              0.0088516
                     90,                0.71191,                0.62816,                0.99766,                0.93407,                0.86532,                0.92879,                0.78079,                0.62788,                0.57558,                  0.968,              0.0088384,              0.0088384,              0.0088384
                     91,                0.71379,                0.63531,                0.99277,                  0.913,                0.88615,                 0.9391,                0.80345,                0.62654,                0.57267,                0.97634,              0.0088252,              0.0088252,              0.0088252
                     92,                0.71556,                0.63341,                 1.0045,                0.90883,                0.86519,                 0.9183,                0.78786,                0.64928,                0.61084,                0.96714,               0.008812,               0.008812,               0.008812
                     93,                 0.7266,                0.63681,                  1.007,                0.92302,                0.81573,                0.91716,                0.78687,                 0.6227,                0.60585,                0.97207,              0.0087988,              0.0087988,              0.0087988
                     94,                 0.7211,                0.63112,                 1.0076,                0.89793,                0.85572,                0.93939,                0.80303,                0.59957,                0.57005,                0.95305,              0.0087856,              0.0087856,              0.0087856
                     95,                0.75097,                0.65302,                 1.0057,                0.95169,                 0.8685,                0.94967,                0.81725,                0.59526,                0.55577,                0.94581,              0.0087724,              0.0087724,              0.0087724
                     96,                0.71816,                0.63739,                0.99429,                0.88974,                0.90473,                0.94892,                0.82288,                0.55959,                0.56737,                0.94423,              0.0087592,              0.0087592,              0.0087592
                     97,                0.71161,                0.62007,                0.99795,                0.92712,                0.83881,                0.92222,                0.79402,                 0.5693,                0.61964,                 0.9518,               0.008746,               0.008746,               0.008746
                     98,                0.70018,                0.61652,                0.98245,                0.94138,                0.82114,                 0.9307,                 0.7952,                0.60288,                0.60687,                0.95816,              0.0087328,              0.0087328,              0.0087328
                     99,                0.70995,                0.61931,                 0.9898,                0.94031,                0.85062,                0.93882,                0.80867,                0.60984,                0.56291,                0.96334,              0.0087196,              0.0087196,              0.0087196
                    100,                0.69875,                0.62804,                0.99821,                 0.9333,                0.88098,                0.93768,                0.81085,                0.60874,                0.55782,                0.96179,              0.0087064,              0.0087064,              0.0087064
                    101,                0.69834,                0.60623,                 0.9871,                0.94977,                0.86738,                 0.9513,                0.80839,                 0.5803,                0.53064,                0.95041,              0.0086932,              0.0086932,              0.0086932
                    102,                0.67672,                0.59369,                0.98255,                0.90745,                0.89209,                0.94573,                0.79958,                0.63186,                 0.5724,                0.97453,                0.00868,                0.00868,                0.00868
                    103,                0.69263,                0.62369,                0.99722,                0.87517,                0.84987,                 0.9211,                0.78392,                 0.6312,                0.63025,                0.97632,              0.0086668,              0.0086668,              0.0086668
                    104,                0.70678,                0.63425,                0.99873,                 0.9256,                0.86755,                0.92246,                0.80458,                0.59182,                0.58982,                 0.9635,              0.0086536,              0.0086536,              0.0086536
                    105,                0.70254,                0.61744,                0.98908,                0.91787,                0.91153,                0.95975,                0.81297,                0.61598,                0.54256,                0.94462,              0.0086404,              0.0086404,              0.0086404
                    106,                0.70102,                0.61219,                0.99324,                0.91981,                0.90081,                0.95751,                0.80619,                 0.6099,                0.50963,                 0.9394,              0.0086272,              0.0086272,              0.0086272
                    107,                0.71169,                0.62241,                0.99987,                0.93598,                0.91407,                0.94948,                0.82943,                0.56643,                0.48711,                0.93489,               0.008614,               0.008614,               0.008614
                    108,                0.71041,                0.62059,                   0.99,                0.94027,                0.89414,                0.95506,                0.80782,                0.59778,                0.53497,                0.95758,              0.0086008,              0.0086008,              0.0086008
                    109,                0.70141,                0.61183,                0.98705,                0.92134,                0.90084,                0.94464,                0.80773,                0.59224,                0.54133,                0.94038,              0.0085876,              0.0085876,              0.0085876
                    110,                0.71128,                0.63327,                0.99388,                0.92138,                0.88215,                 0.9474,                0.81492,                0.60072,                0.54052,                0.95639,              0.0085744,              0.0085744,              0.0085744
                    111,                0.68589,                 0.6193,                0.98815,                0.91602,                 0.8814,                0.94727,                0.83756,                0.55465,                0.54699,                0.92684,              0.0085612,              0.0085612,              0.0085612
                    112,                0.66809,                0.58476,                0.96992,                0.94283,                0.86793,                0.95092,                0.82154,                0.57769,                0.54091,                0.92838,               0.008548,               0.008548,               0.008548
                    113,                0.68615,                0.59809,                0.98079,                 0.8963,                0.89249,                 0.9544,                0.83429,                0.58284,                0.53508,                0.94431,              0.0085348,              0.0085348,              0.0085348
                    114,                0.70566,                0.62498,                0.99493,                0.90957,                0.90503,                0.95507,                0.83022,                0.57399,                0.50098,                0.92847,              0.0085216,              0.0085216,              0.0085216
                    115,                0.69165,                0.60204,                0.97954,                0.94236,                 0.8745,                0.93954,                0.82232,                0.58598,                0.51758,                0.93246,              0.0085084,              0.0085084,              0.0085084
                    116,                0.68216,                0.60497,                0.98706,                0.92763,                 0.8516,                0.93481,                0.79611,                0.59388,                0.57253,                0.94676,              0.0084952,              0.0084952,              0.0084952
                    117,                0.70512,                0.59467,                 0.9853,                 0.9411,                0.86681,                0.93245,                0.81296,                0.59363,                0.50785,                0.95303,               0.008482,               0.008482,               0.008482
                    118,                0.69676,                0.60897,                0.99141,                0.94698,                 0.9036,                0.94485,                0.82659,                0.57597,                0.51525,                0.93459,              0.0084688,              0.0084688,              0.0084688
                    119,                0.69145,                0.60465,                0.98993,                0.92448,                0.79781,                0.93286,                0.81851,                0.56868,                0.55883,                0.92773,              0.0084556,              0.0084556,              0.0084556
                    120,                0.68242,                0.59506,                0.98302,                0.90612,                0.89143,                0.95718,                 0.8332,                0.57089,                0.50489,                0.92825,              0.0084424,              0.0084424,              0.0084424
                    121,                0.69544,                0.58786,                0.99109,                0.95233,                0.88698,                0.95595,                0.82769,                0.58051,                0.53308,                0.94238,              0.0084292,              0.0084292,              0.0084292
                    122,                0.67758,                0.58948,                0.97387,                0.91529,                 0.9124,                0.95217,                0.82593,                0.58584,                0.53058,                   0.94,               0.008416,               0.008416,               0.008416
                    123,                0.67597,                0.58566,                0.97176,                0.94013,                0.88597,                 0.9461,                0.81343,                0.57373,                0.52107,                0.92945,              0.0084028,              0.0084028,              0.0084028
                    124,                0.66249,                0.57717,                 0.9789,                0.88325,                0.88993,                0.93228,                0.80901,                0.57902,                0.56133,                0.92455,              0.0083896,              0.0083896,              0.0083896
                    125,                0.67561,                0.58766,                0.98638,                 0.8871,                0.82633,                0.91686,                 0.8058,                0.56095,                0.61686,                0.92047,              0.0083764,              0.0083764,              0.0083764
                    126,                  0.677,                0.58506,                0.97978,                 0.8905,                0.89728,                0.92457,                0.80561,                0.57217,                0.53065,                0.92858,              0.0083632,              0.0083632,              0.0083632
                    127,                0.67713,                0.58659,                 0.9866,                0.94082,                0.84853,                0.93691,                0.80115,                0.57121,                0.55611,                0.92966,                0.00835,                0.00835,                0.00835
                    128,                  0.674,                0.57446,                  0.971,                0.94167,                0.87241,                 0.9438,                0.81347,                0.58594,                0.52207,                0.95129,              0.0083368,              0.0083368,              0.0083368
                    129,                0.68501,                0.59075,                0.98482,                 0.9547,                 0.9003,                0.95314,                0.83159,                0.56279,                0.50716,                0.93222,              0.0083236,              0.0083236,              0.0083236
                    130,                0.70249,                0.60898,                0.99694,                0.94297,                0.87865,                0.94276,                0.82492,                0.54884,                0.53439,                0.92688,              0.0083104,              0.0083104,              0.0083104
                    131,                0.70928,                0.59382,                0.97973,                  0.912,                0.89396,                0.92202,                0.79227,                0.61262,                0.56981,                0.96994,              0.0082972,              0.0082972,              0.0082972
                    132,                0.68973,                0.58339,                0.97542,                0.94458,                0.85703,                0.93775,                0.81199,                0.57805,                0.55815,                0.93366,               0.008284,               0.008284,               0.008284
                    133,                 0.6715,                0.58138,                0.97625,                 0.9249,                0.89692,                0.94039,                0.81847,                  0.576,                0.53348,                0.92337,              0.0082708,              0.0082708,              0.0082708
                    134,                0.68249,                0.58817,                0.99277,                0.95356,                0.86173,                0.93322,                0.80206,                0.59378,                0.54284,                0.94889,              0.0082576,              0.0082576,              0.0082576
                    135,                0.67106,                0.60772,                0.98984,                0.90237,                0.88011,                0.93061,                0.81405,                 0.5553,                0.55477,                0.92885,              0.0082444,              0.0082444,              0.0082444
                    136,                0.68636,                0.60463,                0.97889,                0.90382,                0.85019,                 0.9341,                0.80522,                0.59011,                0.58498,                 0.9483,              0.0082312,              0.0082312,              0.0082312
                    137,                0.65573,                0.57648,                  0.975,                0.97525,                0.86077,                0.95054,                0.82567,                0.56031,                0.47698,                0.92632,               0.008218,               0.008218,               0.008218
                    138,                0.66241,                0.56833,                 0.9678,                0.92906,                 0.8542,                0.93104,                0.80949,                0.58683,                0.54727,                0.93204,              0.0082048,              0.0082048,              0.0082048
                    139,                0.67101,                0.56449,                0.97355,                0.96706,                0.85703,                0.94715,                0.81878,                0.58392,                0.50217,                0.94274,              0.0081916,              0.0081916,              0.0081916
                    140,                0.67063,                0.56961,                0.96692,                0.95188,                0.86505,                0.94859,                0.81636,                0.59474,                0.51623,                 0.9509,              0.0081784,              0.0081784,              0.0081784
                    141,                0.66412,                 0.5533,                0.97385,                0.93686,                0.88532,                 0.9536,                0.82216,                0.57238,                0.48981,                0.93112,              0.0081652,              0.0081652,              0.0081652
                    142,                0.67514,                   0.57,                0.97555,                0.95268,                0.90834,                0.95766,                0.82687,                0.59466,                0.48026,                0.95301,               0.008152,               0.008152,               0.008152
                    143,                0.68481,                0.57025,                0.98158,                0.94716,                0.89194,                0.94893,                0.82687,                0.59315,                0.49918,                0.95231,              0.0081388,              0.0081388,              0.0081388
                    144,                0.68547,                0.58222,                0.98142,                0.95574,                0.88663,                0.95305,                 0.8222,                0.57853,                0.49195,                0.94176,              0.0081256,              0.0081256,              0.0081256
                    145,                0.69301,                0.56903,                0.98142,                0.93854,                0.90213,                0.96408,                0.82667,                0.58131,                 0.5081,                0.94066,              0.0081124,              0.0081124,              0.0081124
                    146,                0.67079,                 0.5682,                0.97599,                0.95049,                0.86726,                0.95617,                0.84894,                0.54992,                0.48665,                0.92085,              0.0080992,              0.0080992,              0.0080992
                    147,                0.66345,                0.56468,                0.97923,                0.93518,                0.91114,                0.95503,                0.84076,                0.54211,                0.51555,                0.91361,               0.008086,               0.008086,               0.008086
                    148,                0.65452,                0.54948,                0.96749,                0.94704,                0.93722,                0.96984,                0.84772,                0.53175,                0.44911,                0.92239,              0.0080728,              0.0080728,              0.0080728
                    149,                0.64808,                0.55465,                 0.9648,                 0.9762,                0.88443,                0.96184,                0.84809,                0.54121,                0.46287,                0.92357,              0.0080596,              0.0080596,              0.0080596
                    150,                0.65845,                0.56901,                0.97958,                0.98792,                0.89013,                0.95399,                0.84242,                0.52821,                0.46187,                0.91065,              0.0080464,              0.0080464,              0.0080464
                    151,                0.66563,                0.56811,                0.97478,                0.94405,                0.89304,                0.94777,                0.83678,                0.54882,                0.50623,                0.92092,              0.0080332,              0.0080332,              0.0080332
                    152,                 0.6608,                0.55545,                0.96798,                0.96391,                0.87519,                0.94573,                0.83787,                0.53703,                 0.5118,                0.91486,                0.00802,                0.00802,                0.00802
                    153,                0.64982,                0.55049,                0.95844,                0.94717,                0.87922,                0.95227,                0.82387,                0.54235,                0.49323,                0.91439,              0.0080068,              0.0080068,              0.0080068
                    154,                0.67234,                0.56036,                0.97945,                 0.9066,                0.90243,                0.95416,                0.83596,                0.55672,                0.51176,                0.92153,              0.0079936,              0.0079936,              0.0079936
                    155,                0.65782,                0.55655,                0.97171,                0.95488,                0.90191,                0.95753,                0.84001,                0.54393,                0.48115,                0.93298,              0.0079804,              0.0079804,              0.0079804
                    156,                0.67021,                0.56922,                0.97042,                0.93431,                 0.8567,                0.93952,                0.80561,                0.60241,                0.54884,                0.95611,              0.0079672,              0.0079672,              0.0079672
                    157,                0.67655,                0.57447,                0.97691,                0.87252,                0.89181,                0.92589,                0.78288,                0.61271,                0.60826,                0.96155,               0.007954,               0.007954,               0.007954
                    158,                0.67076,                0.56986,                0.96562,                0.91788,                0.87568,                0.94053,                0.81583,                0.55273,                0.53613,                 0.9223,              0.0079408,              0.0079408,              0.0079408
                    159,                0.65734,                0.55828,                0.96814,                0.93105,                0.90159,                0.94688,                0.82606,                0.54509,                 0.4994,                0.91674,              0.0079276,              0.0079276,              0.0079276
