                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                0.73345,                0.84658,                0.97024,                0.85918,                 0.6981,                0.81945,                0.67832,                0.68926,                 1.2826,                0.95571,             0.00096238,             0.00096238,             0.00096238
                     22,                0.72221,                0.82185,                0.96396,                0.88224,                 0.8184,                 0.9003,                 0.7678,                0.60865,                0.96412,                0.91523,              0.0009604,              0.0009604,              0.0009604
                     23,                0.73031,                0.81741,                0.97913,                0.86728,                0.85984,                0.91658,                0.74946,                0.66693,                0.85439,                0.93624,             0.00095842,             0.00095842,             0.00095842
                     24,                0.72244,                0.79073,                0.97277,                0.88476,                0.87887,                0.92935,                0.77929,                 0.6373,                0.73345,                0.95085,             0.00095644,             0.00095644,             0.00095644
                     25,                0.71563,                0.79849,                 0.9703,                0.91156,                0.85794,                0.94267,                0.80687,                0.58743,                0.71934,                0.90737,             0.00095446,             0.00095446,             0.00095446
                     26,                 0.7043,                0.76881,                0.96142,                0.86209,                0.82481,                 0.8923,                0.77055,                0.60209,                0.91743,                0.92828,             0.00095248,             0.00095248,             0.00095248
                     27,                0.68773,                0.73125,                 0.9542,                0.89309,                0.85651,                0.91144,                 0.7671,                0.62326,                0.85863,                0.92703,              0.0009505,              0.0009505,              0.0009505
                     28,                0.68363,                0.73237,                0.94469,                0.89827,                0.85145,                0.91472,                0.78443,                0.61651,                0.84225,                0.92522,             0.00094852,             0.00094852,             0.00094852
                     29,                0.69417,                0.72262,                0.95012,                0.86667,                0.90268,                0.93891,                0.79914,                0.58983,                0.75798,                0.90308,             0.00094654,             0.00094654,             0.00094654
                     30,                0.68691,                0.71635,                0.95361,                0.91021,                0.83934,                0.93999,                0.81612,                0.59044,                0.73838,                0.90009,             0.00094456,             0.00094456,             0.00094456
                     31,                0.68473,                0.71203,                0.95067,                0.86978,                 0.8294,                0.91991,                0.77659,                0.59266,                0.79914,                    0.9,             0.00094258,             0.00094258,             0.00094258
                     32,                0.66763,                0.68904,                0.94918,                0.83858,                0.78454,                0.87445,                0.75122,                0.57665,                0.86573,                0.90314,              0.0009406,              0.0009406,              0.0009406
                     33,                0.67986,                0.70036,                 0.9597,                0.89618,                0.87553,                0.91979,                0.79479,                0.58374,                 0.7599,                 0.9068,             0.00093862,             0.00093862,             0.00093862
                     34,                 0.6629,                0.67075,                 0.9447,                0.84902,                0.83512,                0.90015,                 0.7669,                0.61517,                0.78248,                0.91321,             0.00093664,             0.00093664,             0.00093664
                     35,                0.66129,                0.67558,                0.94864,                0.94881,                0.85513,                0.93425,                0.80279,                0.57634,                0.72024,                0.89498,             0.00093466,             0.00093466,             0.00093466
                     36,                0.65584,                0.65077,                0.93803,                0.90981,                0.87579,                0.92991,                0.80502,                0.55226,                0.71088,                0.88246,             0.00093268,             0.00093268,             0.00093268
                     37,                 0.6484,                0.64744,                0.94335,                0.87377,                0.84147,                0.92517,                  0.809,                0.55215,                0.72314,                0.88441,              0.0009307,              0.0009307,              0.0009307
                     38,                0.65599,                 0.6445,                0.94055,                0.87512,                 0.8644,                0.91974,                0.81206,                0.52904,                0.71011,                0.87891,             0.00092872,             0.00092872,             0.00092872
                     39,                 0.6458,                0.63797,                0.93896,                0.91408,                0.86521,                0.93439,                0.82601,                 0.5412,                0.66253,                0.89179,             0.00092674,             0.00092674,             0.00092674
                     40,                0.64359,                0.62437,                0.93511,                0.88379,                0.88008,                0.92862,                0.81044,                0.56348,                 0.6723,                0.89671,             0.00092476,             0.00092476,             0.00092476
                     41,                0.65721,                0.63483,                0.94322,                0.90641,                0.81866,                0.89452,                 0.7911,                0.53432,                0.70092,                0.87807,             0.00092278,             0.00092278,             0.00092278
                     42,                0.64026,                 0.6202,                 0.9367,                0.92043,                0.87559,                0.93676,                0.81045,                0.54152,                  0.618,                0.87963,              0.0009208,              0.0009208,              0.0009208
                     43,                 0.6479,                0.62594,                0.94737,                0.95381,                0.86432,                 0.9364,                0.81846,                0.55756,                0.58367,                0.89196,             0.00091882,             0.00091882,             0.00091882
                     44,                0.64325,                0.60917,                0.93299,                0.93025,                0.85824,                0.93431,                0.80452,                0.59247,                 0.6389,                0.89219,             0.00091684,             0.00091684,             0.00091684
                     45,                0.64582,                0.61024,                0.94098,                0.87575,                0.88555,                0.93131,                0.81078,                0.55266,                  0.643,                0.89449,             0.00091486,             0.00091486,             0.00091486
                     46,                0.62517,                0.58278,                0.92989,                0.94102,                0.87687,                0.94829,                0.82219,                0.53459,                0.59499,                0.89192,             0.00091288,             0.00091288,             0.00091288
                     47,                0.63787,                0.59242,                0.93729,                0.92022,                 0.9009,                0.94886,                0.81617,                0.55609,                0.57987,                0.88091,              0.0009109,              0.0009109,              0.0009109
                     48,                0.61903,                0.58818,                0.92919,                0.89488,                0.85609,                0.93339,                0.82183,                0.52699,                0.63877,                  0.875,             0.00090892,             0.00090892,             0.00090892
                     49,                0.62445,                0.57448,                0.92786,                 0.9008,                0.87297,                0.95482,                0.82816,                0.52595,                0.57829,                0.87547,             0.00090694,             0.00090694,             0.00090694
                     50,                0.63551,                0.56897,                 0.9298,                0.92505,                0.87579,                0.94839,                0.83058,                0.54052,                0.56273,                0.88261,             0.00090496,             0.00090496,             0.00090496
                     51,                0.63362,                 0.5739,                 0.9344,                0.92037,                  0.883,                 0.9488,                0.82312,                0.54255,                 0.5944,                0.88692,             0.00090298,             0.00090298,             0.00090298
                     52,                0.61579,                0.56107,                0.92931,                0.97026,                0.87303,                0.95732,                0.85578,                0.50794,                0.55439,                0.86482,               0.000901,               0.000901,               0.000901
                     53,                 0.6196,                 0.5598,                0.92794,                0.97478,                0.90427,                0.95846,                0.85606,                0.51961,                0.51873,                0.87106,             0.00089902,             0.00089902,             0.00089902
                     54,                0.60118,                0.54796,                 0.9235,                0.92523,                0.92055,                0.96148,                0.85269,                0.53311,                 0.5289,                0.87181,             0.00089704,             0.00089704,             0.00089704
                     55,                0.60104,                   0.54,                0.91989,                0.92707,                0.90274,                0.95047,                0.82736,                0.56806,                0.56343,                0.90116,             0.00089506,             0.00089506,             0.00089506
                     56,                0.61168,                0.55667,                0.93141,                0.93517,                0.88307,                0.95316,                0.84296,                0.53004,                0.55479,                0.87627,             0.00089308,             0.00089308,             0.00089308
                     57,                0.59778,                0.53894,                0.91798,                0.93685,                0.88517,                0.94228,                0.81845,                0.56009,                0.58143,                0.88216,              0.0008911,              0.0008911,              0.0008911
                     58,                0.61904,                0.55744,                 0.9323,                0.93992,                0.86591,                0.93193,                0.82545,                0.52526,                0.59534,                0.87475,             0.00088912,             0.00088912,             0.00088912
                     59,                0.58922,                0.53437,                0.92134,                0.92787,                0.90574,                0.95309,                0.82696,                0.53615,                0.54805,                0.88475,             0.00088714,             0.00088714,             0.00088714
                     60,                0.60903,                0.54152,                0.92177,                0.87115,                0.86815,                0.92925,                0.78202,                 0.6107,                 0.6986,                0.92176,             0.00088516,             0.00088516,             0.00088516
                     61,                0.61341,                0.54695,                0.92242,                0.91576,                0.86861,                0.93877,                0.81245,                0.52172,                0.61583,                0.88065,             0.00088318,             0.00088318,             0.00088318
                     62,                0.59092,                0.53057,                0.92028,                0.93912,                0.90587,                0.95312,                0.83589,                0.52748,                 0.5053,                0.87998,              0.0008812,              0.0008812,              0.0008812
                     63,                0.60998,                0.55274,                0.92801,                0.91411,                0.89238,                0.94635,                0.83109,                0.52535,                0.56725,                0.88151,             0.00087922,             0.00087922,             0.00087922
                     64,                0.60522,                0.53163,                0.92316,                0.92082,                0.86264,                0.94347,                0.83214,                0.53809,                 0.5621,                 0.8915,             0.00087724,             0.00087724,             0.00087724
                     65,                0.58715,                 0.5266,                0.92009,                0.92447,                0.88189,                0.94849,                0.84885,                0.50668,                0.55732,                0.87771,             0.00087526,             0.00087526,             0.00087526
                     66,                0.60147,                0.52917,                0.92391,                0.97072,                0.92383,                0.96556,                0.86497,                0.50683,                0.47037,                0.87234,             0.00087328,             0.00087328,             0.00087328
                     67,                0.59734,                0.52163,                0.91904,                0.96828,                0.89897,                0.95963,                0.84877,                0.51008,                0.49568,                0.87003,              0.0008713,              0.0008713,              0.0008713
                     68,                0.56893,                 0.4971,                0.91057,                0.93597,                0.86397,                0.93864,                0.83002,                 0.5369,                0.56555,                  0.896,             0.00086932,             0.00086932,             0.00086932
                     69,                0.57857,                0.50469,                0.91483,                0.92763,                0.88523,                0.94601,                0.83508,                0.51879,                0.51207,                0.87555,             0.00086734,             0.00086734,             0.00086734
                     70,                0.58696,                0.50413,                0.91241,                 0.9137,                0.88096,                0.94193,                0.83938,                0.51756,                 0.5412,                 0.8797,             0.00086536,             0.00086536,             0.00086536
                     71,                0.59679,                0.52168,                  0.921,                0.97717,                0.87957,                0.95891,                0.85096,                0.52084,                0.49591,                0.88518,             0.00086338,             0.00086338,             0.00086338
                     72,                0.57624,                0.50229,                0.91545,                0.91581,                0.89376,                0.94957,                0.83874,                0.53441,                0.52251,                0.88229,              0.0008614,              0.0008614,              0.0008614
                     73,                0.58602,                0.50136,                0.92018,                0.95174,                0.85036,                0.93077,                0.81975,                0.52367,                0.57728,                0.87532,             0.00085942,             0.00085942,             0.00085942
                     74,                0.58425,                0.50961,                0.91292,                0.90768,                0.88862,                 0.9411,                0.83577,                0.53055,                0.55119,                0.88594,             0.00085744,             0.00085744,             0.00085744
                     75,                0.58434,                0.50803,                0.91446,                0.95646,                  0.897,                0.96255,                0.86318,                0.49505,                0.48924,                0.87399,             0.00085546,             0.00085546,             0.00085546
                     76,                0.59706,                0.51296,                0.91859,                0.93912,                0.87787,                0.93777,                0.82647,                0.50289,                0.56929,                0.88301,             0.00085348,             0.00085348,             0.00085348
                     77,                0.56634,                0.49194,                0.90743,                0.93497,                0.90856,                0.95689,                0.85191,                0.50899,                0.50642,                 0.8718,              0.0008515,              0.0008515,              0.0008515
                     78,                 0.5783,                0.50778,                0.91347,                0.95778,                0.87048,                0.95168,                0.85158,                0.52303,                0.53274,                0.86709,             0.00084952,             0.00084952,             0.00084952
                     79,                0.58166,                0.50373,                0.91386,                0.94245,                0.90879,                 0.9555,                0.83305,                0.56632,                0.52108,                0.88544,             0.00084754,             0.00084754,             0.00084754
                     80,                0.57715,                0.48718,                0.90918,                0.96741,                0.90177,                 0.9603,                0.84914,                0.53249,                0.49798,                0.87527,             0.00084556,             0.00084556,             0.00084556
                     81,                0.59726,                0.49405,                0.91981,                0.93625,                0.90038,                 0.9544,                0.85439,                0.52295,                0.50889,                0.87624,             0.00084358,             0.00084358,             0.00084358
                     82,                0.58384,                0.48617,                0.91234,                0.96412,                0.86485,                0.95232,                 0.8483,                0.51569,                0.51364,                0.88223,              0.0008416,              0.0008416,              0.0008416
                     83,                0.57029,                0.48417,                0.91273,                0.94281,                0.90637,                0.95469,                0.84695,                0.50672,                0.46318,                0.87387,             0.00083962,             0.00083962,             0.00083962
                     84,                0.56808,                0.48295,                0.91252,                0.94416,                0.88671,                0.94777,                0.83229,                 0.5348,                0.52549,                0.88239,             0.00083764,             0.00083764,             0.00083764
                     85,                0.57373,                0.48229,                0.91539,                0.95104,                0.89922,                0.95354,                0.84362,                0.53783,                0.50746,                0.88428,             0.00083566,             0.00083566,             0.00083566
                     86,                0.57025,                0.48202,                 0.9102,                0.95825,                 0.8691,                0.94137,                0.84612,                0.48771,                0.49377,                0.86964,             0.00083368,             0.00083368,             0.00083368
                     87,                0.57475,                0.48113,                0.91089,                0.96171,                0.88629,                0.95816,                0.85565,                0.48926,                0.45862,                0.87047,              0.0008317,              0.0008317,              0.0008317
                     88,                0.55971,                0.47144,                0.91395,                0.96981,                0.86686,                0.95477,                0.85709,                0.50791,                0.49001,                0.86918,             0.00082972,             0.00082972,             0.00082972
                     89,                0.55188,                0.47526,                0.90375,                0.94231,                0.88355,                0.95118,                0.84323,                0.50773,                 0.5115,                0.87126,             0.00082774,             0.00082774,             0.00082774
                     90,                0.55945,                0.47799,                0.91067,                0.96098,                0.86479,                0.95504,                0.85231,                0.50729,                 0.4935,                0.87178,             0.00082576,             0.00082576,             0.00082576
                     91,                0.55583,                0.47238,                0.91025,                0.97278,                 0.8904,                0.96171,                0.84697,                0.52364,                0.47878,                0.87179,             0.00082378,             0.00082378,             0.00082378
                     92,                0.56183,                0.47462,                0.90724,                0.97093,                0.90681,                0.96704,                0.85971,                0.50205,                0.45958,                0.86638,              0.0008218,              0.0008218,              0.0008218
                     93,                0.55459,                0.47141,                0.90928,                0.94464,                 0.8935,                 0.9537,                0.85273,                0.50429,                0.49933,                0.86846,             0.00081982,             0.00081982,             0.00081982
                     94,                 0.5725,                0.49687,                0.91206,                  0.935,                0.91658,                 0.9549,                0.85161,                0.49721,                0.48174,                0.86198,             0.00081784,             0.00081784,             0.00081784
                     95,                0.55501,                0.47022,                0.90593,                0.94547,                0.86539,                0.95262,                0.84561,                0.52138,                0.50191,                0.88125,             0.00081586,             0.00081586,             0.00081586
                     96,                0.55157,                0.46002,                0.90265,                0.93031,                0.86816,                0.93625,                0.82887,                0.50831,                0.50973,                0.88918,             0.00081388,             0.00081388,             0.00081388
                     97,                 0.5647,                0.47541,                0.91508,                0.92664,                0.90996,                0.96034,                0.85069,                0.52481,                0.47503,                0.87781,              0.0008119,              0.0008119,              0.0008119
                     98,                0.54299,                0.45245,                0.89413,                0.92017,                0.92061,                0.94862,                0.84839,                0.50304,                0.47653,                0.87325,             0.00080992,             0.00080992,             0.00080992
                     99,                0.53885,                0.44927,                0.89454,                 0.9246,                0.92985,                 0.9548,                0.85539,                0.50554,                0.45376,                0.87458,             0.00080794,             0.00080794,             0.00080794
                    100,                0.54815,                0.45401,                0.90018,                0.94637,                0.92844,                 0.9634,                0.85575,                0.50313,                0.44422,                0.86774,             0.00080596,             0.00080596,             0.00080596
                    101,                 0.5412,                0.45113,                0.89908,                0.94049,                0.88008,                0.94995,                0.84967,                0.47866,                0.48957,                0.85618,             0.00080398,             0.00080398,             0.00080398
                    102,                0.55247,                 0.4624,                0.90927,                0.93708,                  0.912,                0.95228,                0.85406,                0.49016,                 0.4816,                0.86566,               0.000802,               0.000802,               0.000802
                    103,                0.53962,                0.45283,                0.90837,                0.91595,                 0.8993,                0.94441,                0.83982,                0.49505,                0.53526,                0.86254,             0.00080002,             0.00080002,             0.00080002
                    104,                0.54129,                0.45215,                0.90312,                0.94727,                 0.8636,                0.95653,                0.84754,                 0.4936,                0.47121,                0.85202,             0.00079804,             0.00079804,             0.00079804
                    105,                 0.5474,                0.44922,                0.90962,                0.97201,                0.86531,                0.95873,                0.86343,                0.48796,                0.45239,                0.85788,             0.00079606,             0.00079606,             0.00079606
                    106,                0.53045,                0.44028,                0.90107,                0.95815,                0.90766,                0.95718,                0.86634,                0.46383,                0.45377,                0.85382,             0.00079408,             0.00079408,             0.00079408
                    107,                0.54251,                0.44736,                0.90168,                0.92703,                0.92426,                0.97176,                0.86829,                0.49469,                 0.4518,                0.87901,              0.0007921,              0.0007921,              0.0007921
                    108,                0.54744,                0.45116,                0.91001,                0.95589,                0.88796,                0.96447,                0.85526,                0.49953,                0.46424,                0.86128,             0.00079012,             0.00079012,             0.00079012
                    109,                0.53242,                0.43806,                0.89417,                0.95725,                0.91149,                 0.9669,                 0.8704,                0.49191,                0.41841,                0.86397,             0.00078814,             0.00078814,             0.00078814
                    110,                0.53663,                0.44839,                0.90607,                0.93318,                0.90614,                0.96381,                0.86675,                 0.4948,                0.45366,                0.87285,             0.00078616,             0.00078616,             0.00078616
                    111,                0.53211,                0.44652,                0.89958,                0.92268,                0.91455,                0.95065,                0.84312,                0.49723,                 0.4774,                0.88958,             0.00078418,             0.00078418,             0.00078418
                    112,                0.54634,                0.44457,                0.90033,                0.94724,                0.86814,                0.95158,                 0.8501,                0.49992,                0.49986,                0.88291,              0.0007822,              0.0007822,              0.0007822
                    113,                0.55232,                0.45166,                0.90732,                0.96191,                0.86981,                0.95947,                0.85655,                0.50531,                0.50262,                 0.8751,             0.00078022,             0.00078022,             0.00078022
                    114,                0.53301,                0.43921,                0.90041,                0.95056,                0.91335,                0.95779,                0.85699,                0.49175,                 0.4754,                0.86391,             0.00077824,             0.00077824,             0.00077824
                    115,                 0.5286,                0.44091,                0.89548,                0.95244,                0.89484,                 0.9445,                0.84906,                0.48936,                0.51944,                0.87555,             0.00077626,             0.00077626,             0.00077626
                    116,                0.52721,                0.43961,                 0.8976,                0.95438,                0.89155,                 0.9655,                0.87185,                0.48756,                0.43987,                0.87068,             0.00077428,             0.00077428,             0.00077428
                    117,                0.52637,                0.42655,                0.90087,                0.92711,                0.89253,                0.95682,                0.85114,                0.49644,                0.47956,                0.87808,              0.0007723,              0.0007723,              0.0007723
                    118,                0.53153,                0.44252,                0.89469,                0.94115,                0.92669,                0.95987,                0.85587,                0.49164,                0.45322,                0.86962,             0.00077032,             0.00077032,             0.00077032
                    119,                0.53968,                 0.4378,                0.89665,                0.92727,                0.94104,                0.96533,                0.85673,                0.49743,                0.44858,                0.87234,             0.00076834,             0.00076834,             0.00076834
                    120,                0.51868,                0.42718,                0.89229,                0.94859,                0.91777,                0.95499,                0.84524,                0.51201,                0.49701,                0.88686,             0.00076636,             0.00076636,             0.00076636
                    121,                0.52658,                 0.4306,                0.89523,                0.95967,                 0.9006,                0.96536,                0.86473,                0.49038,                0.43452,                0.86432,             0.00076438,             0.00076438,             0.00076438
                    122,                0.53803,                0.43191,                0.90716,                0.96613,                0.91653,                  0.971,                 0.8756,                0.47642,                0.42547,                0.86414,              0.0007624,              0.0007624,              0.0007624
                    123,                0.52237,                0.42159,                0.89495,                0.97019,                0.93297,                0.97374,                0.86128,                0.49791,                0.40763,                0.87685,             0.00076042,             0.00076042,             0.00076042
                    124,                0.52072,                0.41825,                0.89276,                0.93495,                0.93334,                0.96657,                0.87172,                0.46846,                0.46848,                0.86331,             0.00075844,             0.00075844,             0.00075844
                    125,                0.50848,                0.41601,                0.88944,                0.93083,                0.90796,                0.96251,                0.87172,                 0.4623,                0.44611,                0.85529,             0.00075646,             0.00075646,             0.00075646
                    126,                0.51587,                0.41921,                  0.893,                0.93104,                0.88771,                0.95619,                0.85973,                0.47765,                0.48536,                0.86463,             0.00075448,             0.00075448,             0.00075448
                    127,                0.51814,                0.42178,                0.89112,                0.94779,                0.94579,                0.96426,                0.87279,                0.46277,                0.42903,                0.86067,              0.0007525,              0.0007525,              0.0007525
                    128,                0.51754,                0.41633,                 0.8964,                0.94699,                0.93922,                0.97151,                0.87883,                0.45925,                0.40035,                0.85111,             0.00075052,             0.00075052,             0.00075052
                    129,                0.51582,                0.41433,                0.88833,                0.95596,                0.91236,                 0.9578,                0.85936,                0.47665,                0.43456,                0.85556,             0.00074854,             0.00074854,             0.00074854
                    130,                0.51522,                0.41929,                0.89455,                0.93428,                0.91474,                0.96549,                0.85336,                0.51268,                0.45686,                0.88446,             0.00074656,             0.00074656,             0.00074656
                    131,                0.52118,                0.41723,                0.89636,                0.93543,                0.90066,                0.96149,                0.84714,                0.51188,                0.46043,                0.87898,             0.00074458,             0.00074458,             0.00074458
                    132,                0.51968,                0.42178,                0.89412,                0.93543,                0.90962,                0.96158,                0.84881,                0.50738,                0.46304,                 0.8782,              0.0007426,              0.0007426,              0.0007426
                    133,                0.51804,                0.42281,                0.89811,                0.93199,                0.92596,                0.96659,                0.88439,                0.47216,                0.44163,                0.85678,             0.00074062,             0.00074062,             0.00074062
                    134,                0.50797,                0.40871,                0.89794,                 0.9313,                0.90828,                0.96066,                0.86113,                0.48131,                0.46157,                0.85885,             0.00073864,             0.00073864,             0.00073864
                    135,                0.51761,                0.41567,                0.89249,                0.95226,                0.93419,                0.96268,                0.85559,                0.50887,                0.43147,                0.87604,             0.00073666,             0.00073666,             0.00073666
                    136,                0.51445,                0.41231,                0.88869,                0.96229,                0.91658,                0.96799,                0.86446,                0.49674,                0.41324,                0.86765,             0.00073468,             0.00073468,             0.00073468
                    137,                0.52621,                0.42151,                0.90146,                0.92504,                0.88915,                0.95257,                0.85953,                0.49462,                0.46379,                0.87253,              0.0007327,              0.0007327,              0.0007327
                    138,                0.51851,                0.40602,                 0.8978,                0.95694,                0.91229,                0.97061,                0.86647,                0.49236,                0.43547,                0.87262,             0.00073072,             0.00073072,             0.00073072
                    139,                0.52277,                0.41208,                0.89227,                0.94304,                0.93067,                0.97387,                0.87772,                0.48414,                0.39921,                0.86715,             0.00072874,             0.00072874,             0.00072874
                    140,                0.51746,                0.40895,                0.89502,                0.96454,                0.90874,                 0.9663,                0.88655,                0.48502,                0.41163,                0.87763,             0.00072676,             0.00072676,             0.00072676
                    141,                0.50673,                0.40585,                0.89325,                0.95019,                0.90423,                0.96449,                0.86639,                0.50201,                0.42798,                0.87129,             0.00072478,             0.00072478,             0.00072478
                    142,                0.51269,                 0.4102,                0.89296,                0.94821,                0.91205,                0.96083,                0.87212,                0.48705,                0.41201,                0.86595,              0.0007228,              0.0007228,              0.0007228
                    143,                0.50722,                0.40957,                0.89177,                0.91628,                 0.9338,                0.96457,                0.86972,                0.49081,                0.42121,                0.87246,             0.00072082,             0.00072082,             0.00072082
                    144,                0.49566,                0.40246,                0.88229,                0.96674,                0.89859,                0.96119,                0.86706,                0.49367,                0.46063,                0.87166,             0.00071884,             0.00071884,             0.00071884
                    145,                0.52023,                 0.4171,                0.89646,                0.98142,                0.84629,                0.95325,                0.85332,                0.51732,                0.48964,                0.87127,             0.00071686,             0.00071686,             0.00071686
                    146,                0.51548,                0.41131,                0.89121,                0.98689,                0.91746,                0.97657,                0.87318,                0.47856,                 0.3953,                0.85219,             0.00071488,             0.00071488,             0.00071488
                    147,                0.50719,                0.40343,                0.89234,                0.97979,                0.92193,                0.98162,                0.89163,                0.46989,                0.38458,                  0.856,              0.0007129,              0.0007129,              0.0007129
                    148,                0.49736,                0.40103,                0.88687,                0.94964,                0.93826,                 0.9824,                 0.8807,                0.48282,                0.37996,                0.86983,             0.00071092,             0.00071092,             0.00071092
                    149,                0.49563,                0.39051,                0.88401,                0.95256,                0.94658,                 0.9748,                  0.872,                0.47452,                0.40783,                0.86517,             0.00070894,             0.00070894,             0.00070894
                    150,                0.50705,                0.40393,                0.89533,                0.97965,                0.92457,                0.97469,                0.87126,                 0.4794,                0.41104,                0.87335,             0.00070696,             0.00070696,             0.00070696
                    151,                0.49114,                0.39527,                0.88999,                0.96265,                0.92183,                0.96355,                0.87058,                0.48194,                0.41617,                 0.8793,             0.00070498,             0.00070498,             0.00070498
                    152,                0.51309,                0.41224,                0.88802,                0.93966,                0.91501,                0.95817,                0.86345,                 0.4606,                0.43496,                0.85598,               0.000703,               0.000703,               0.000703
                    153,                0.51147,                0.41209,                0.89426,                0.94937,                0.92018,                0.95822,                0.85688,                 0.4854,                 0.4346,                0.86359,             0.00070102,             0.00070102,             0.00070102
                    154,                0.49278,                0.39384,                0.88559,                0.93733,                0.92099,                0.96471,                0.86935,                0.47276,                0.41993,                0.86044,             0.00069904,             0.00069904,             0.00069904
                    155,                0.48279,                0.39218,                0.88158,                0.94357,                0.94551,                0.97174,                0.86994,                0.48117,                0.41358,                0.86066,             0.00069706,             0.00069706,             0.00069706
                    156,                0.49492,                0.39194,                0.88373,                0.94499,                0.90888,                0.96267,                0.85504,                0.50952,                0.44224,                0.87361,             0.00069508,             0.00069508,             0.00069508
                    157,                0.49849,                 0.3925,                0.88898,                0.92373,                0.92834,                0.96786,                0.86172,                0.49742,                 0.4539,                0.86218,              0.0006931,              0.0006931,              0.0006931
                    158,                0.49408,                 0.3921,                0.88585,                0.91933,                0.92169,                0.96338,                0.85761,                0.48893,                0.44303,                0.87528,             0.00069112,             0.00069112,             0.00069112
                    159,                 0.5014,                0.39897,                0.88694,                0.91747,                0.91782,                 0.9566,                0.85571,                0.46608,                0.42025,                0.86075,             0.00068914,             0.00068914,             0.00068914
